filename_ts;fullfilename_ts;filename;fullfilename;species;id;categories;abs_min_t;min_y;min_x;max_y;max_x;min_f;min_t;max_f;max_t;centroid_y;centroid_x;snr;duration_x;bandwidth_y;area_xy;centroid_f;centroid_t;duration_t;bandwidth_f;area_tf;ratio_yx;date
XC791659_0s_00.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC791659_0s_00.wav;XC791659.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC791659.mp3;Columba palumbus_Common Wood Pigeon;791659;colpal;0.0;0;321;10;432;281.25;3.4346666666666668;750.0;4.618666666666667;5.0;371.0;38.284617007754285;10.005333333333333;93.75;4344.0;515.625;3.968;1.184;468.75;543.0;0.09009009009009;2023-04-05
XC744882_0s_00.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC744882_0s_00.wav;XC744882.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC744882.mp3;Columba palumbus_Common Wood Pigeon;744882;colpal;0.0;0;539;9;663;281.25;5.76;703.125;7.082666666666666;5.0;604.0;23.419547994990268;9.002666666666666;93.75;4128.0;515.625;6.453333333333333;1.3226666666666669;421.875;516.0;0.0725806451612903;2022-07-27
XC812328_0s_00.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC812328_0s_00.wav;XC812328.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC812328.mp3;Columba palumbus_Common Wood Pigeon;812328;colpal;0.0;32;567;177;703;1781.25;6.058666666666666;8578.125;7.509333333333333;82.0;624.0;36.56152850135452;145.00266666666667;93.75;44684.0;4125.0;6.666666666666667;1.4506666666666663;6796.875;5585.5;1.0661764705882353;2023-06-19
XC781832_0s_00.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC781832_0s_00.wav;XC781832.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC781832.mp3;Columba palumbus_Common Wood Pigeon;781832;colpal;0.0;0;138;8;266;281.25;1.4826666666666666;656.25;2.848;5.0;198.0;38.658957771364285;8.0;93.75;3960.0;515.625;2.1226666666666665;1.3653333333333333;375.0;495.0;0.0625;2023-02-21
XC665444_0s_00.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC665444_0s_00.wav;XC665444.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC665444.mp3;Columba palumbus_Common Wood Pigeon;665444;colpal;0.0;0;106;8;183;281.25;1.1413333333333333;656.25;1.9626666666666663;4.0;145.0;29.096163463096367;8.0;93.75;2480.0;468.75;1.5573333333333332;0.8213333333333334;375.0;310.0;0.1038961038961039;2021-07-26
XC449639_0s_00.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC449639_0s_00.wav;XC449639.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC449639.mp3;Columba palumbus_Common Wood Pigeon;449639;colpal;0.0;0;45;8;104;281.25;0.4906666666666666;656.25;1.12;5.0;71.0;28.89635311570032;8.0;93.75;1784.0;515.625;0.768;0.6293333333333333;375.0;223.0;0.135593220338983;2018-05-13
XC791136_0s_00.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC791136_0s_00.wav;XC791136.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC791136.mp3;Columba palumbus_Common Wood Pigeon;791136;colpal;0.0;0;324;6;342;281.25;3.466666666666667;562.5;3.6586666666666665;4.0;333.0;26.61754027797661;5.994666666666666;0.0;464.0;468.75;3.562666666666667;0.192;281.25;58.0;0.3333333333333333;2023-04-05
XC228541_0s_00.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC228541_0s_00.wav;XC228541.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC228541.mp3;Columba palumbus_Common Wood Pigeon;228541;colpal;0.0;0;187;27;935;281.25;2.005333333333333;1546.875;9.984;5.0;472.0;32.35220984863682;27.008;750.0;32620.0;515.625;5.045333333333334;7.978666666666666;1265.625;4077.5;0.0360962566844919;2007-06-29
XC655097_0s_00.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC655097_0s_00.wav;XC655097.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC655097.mp3;Columba palumbus_Common Wood Pigeon;655097;colpal;0.0;0;391;51;561;281.25;4.181333333333333;2671.875;5.994666666666666;4.0;479.0;34.00118645896014;51.008;187.5;7548.0;468.75;5.12;1.8133333333333328;2390.625;943.5;0.3;2021-06-06
XC725799_0s_00.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC725799_0s_00.wav;XC725799.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC725799.mp3;Columba palumbus_Common Wood Pigeon;725799;colpal;0.0;0;630;9;935;281.25;6.730666666666667;703.125;9.984;5.0;764.0;29.59445670931807;9.002666666666666;281.25;9736.0;515.625;8.16;3.2533333333333334;421.875;1217.0;0.0295081967213114;2022-05-14
XC812328_0s_01.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC812328_0s_01.wav;XC812328.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC812328.mp3;Columba palumbus_Common Wood Pigeon;812328;colpal;0.0;34;255;155;443;1875.0;2.7306666666666666;7546.875;4.736;72.0;358.0;34.34413565243312;121.00266666666668;187.5;43296.0;3656.25;3.8293333333333335;2.005333333333333;5671.875;5412.0;0.6436170212765957;2023-06-19
XC791136_0s_01.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC791136_0s_01.wav;XC791136.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC791136.mp3;Columba palumbus_Common Wood Pigeon;791136;colpal;0.0;0;449;6;632;281.25;4.8;562.5;6.752;4.0;558.0;24.510301859491467;5.994666666666666;187.5;4448.0;468.75;5.962666666666666;1.952;281.25;556.0;0.0327868852459016;2023-04-05
XC228541_5.0s_00.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC228541_5.0s_00.wav;XC228541.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC228541.mp3;Columba palumbus_Common Wood Pigeon;228541;colpal;5.0;0;0;26;746;281.25;0.0106666666666666;1500.0;7.968;5.0;267.0;30.678192891422302;26.005333333333333;750.0;28900.0;515.625;2.8586666666666667;7.957333333333333;1218.75;3612.5;0.03485254691689;2007-06-29
XC791659_0s_01.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC791659_0s_01.wav;XC791659.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC791659.mp3;Columba palumbus_Common Wood Pigeon;791659;colpal;0.0;0;472;147;935;281.25;5.045333333333334;7171.875;9.984;81.0;748.0;39.98104808682135;147.008;468.75;69112.0;4078.125;7.989333333333334;4.938666666666666;6890.625;8639.0;0.3174946004319654;2023-04-05
XC643547_0s_02.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC643547_0s_02.wav;XC643547.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC643547.mp3;Columba palumbus_Common Wood Pigeon;643547;colpal;0.0;48;644;183;695;2531.25;6.88;8859.375;7.424;129.0;666.0;43.04561536356607;134.99733333333333;93.75;13636.0;6328.125;7.1146666666666665;0.5439999999999999;6328.125;1704.5;2.647058823529412;2021-04-28
XC744882_0s_01.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC744882_0s_01.wav;XC744882.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC744882.mp3;Columba palumbus_Common Wood Pigeon;744882;colpal;0.0;0;736;9;935;281.25;7.861333333333333;703.125;9.984;5.0;839.0;26.63151218771675;9.002666666666666;187.5;7020.0;515.625;8.96;2.1226666666666665;421.875;877.5;0.0452261306532663;2022-07-27
XC719579_0s_01.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC719579_0s_01.wav;XC719579.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC719579.mp3;Columba palumbus_Common Wood Pigeon;719579;colpal;0.0;0;324;10;360;281.25;3.466666666666667;750.0;3.8506666666666662;5.0;347.0;26.4712140336173;10.005333333333333;0.0;1060.0;515.625;3.712;0.384;468.75;132.5;0.2777777777777778;2022-04-25
XC733752_5.0s_00.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC733752_5.0s_00.wav;XC733752.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC733752.mp3;Columba palumbus_Common Wood Pigeon;733752;colpal;5.0;0;55;19;117;281.25;0.5973333333333334;1171.875;1.2586666666666666;6.0;83.0;35.518972071597176;19.008;93.75;3228.0;562.5;0.896;0.6613333333333333;890.625;403.5;0.3064516129032258;2022-06-22
XC725799_0s_01.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC725799_0s_01.wav;XC725799.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC725799.mp3;Columba palumbus_Common Wood Pigeon;725799;colpal;0.0;35;448;46;540;1921.875;4.789333333333333;2437.5;5.770666666666667;43.0;499.0;25.91337628138563;11.008;93.75;2880.0;2296.875;5.333333333333333;0.9813333333333332;515.625;360.0;0.1195652173913043;2022-05-14
XC512606_0s_01.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC512606_0s_01.wav;XC512606.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC512606.mp3;Columba palumbus_Common Wood Pigeon;512606;colpal;0.0;0;312;9;549;281.25;3.3386666666666667;703.125;5.866666666666666;4.0;444.0;27.787292379139743;9.002666666666666;281.25;7468.0;468.75;4.746666666666667;2.528;421.875;933.5;0.0379746835443038;2017-06-20
XC655097_0s_01.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC655097_0s_01.wav;XC655097.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC655097.mp3;Columba palumbus_Common Wood Pigeon;655097;colpal;0.0;0;622;7;651;281.25;6.645333333333333;609.375;6.954666666666666;2.0;630.0;23.786962172196997;6.997333333333334;0.0;616.0;375.0;6.730666666666667;0.3093333333333333;328.125;77.0;0.2413793103448276;2021-06-06
XC805780_0s_01.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC805780_0s_01.wav;XC805780.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC805780.mp3;Columba palumbus_Common Wood Pigeon;805780;colpal;0.0;72;426;109;479;3656.25;4.554666666666667;5390.625;5.12;90.0;454.0;30.37896956485627;36.992;93.75;6648.0;4500.0;4.8533333333333335;0.5653333333333334;1734.375;831.0;0.6981132075471698;2023-03-12
XC781832_0s_01.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC781832_0s_01.wav;XC781832.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC781832.mp3;Columba palumbus_Common Wood Pigeon;781832;colpal;0.0;0;706;8;835;281.25;7.541333333333333;656.25;8.917333333333334;5.0;768.0;36.76507914671491;8.0;93.75;4216.0;515.625;8.202666666666667;1.376;375.0;527.0;0.0620155038759689;2023-02-21
XC410908_0s_03.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC410908_0s_03.wav;XC410908.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC410908.mp3;Columba palumbus_Common Wood Pigeon;410908;colpal;0.0;50;855;91;893;2625.0;9.130666666666666;4546.875;9.536;70.0;876.0;30.7921633699342;41.00266666666667;0.0;4204.0;3562.5;9.354666666666668;0.4053333333333333;1921.875;525.5;1.0789473684210529;2018-04-08
XC449639_0s_01.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC449639_0s_01.wav;XC449639.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC449639.mp3;Columba palumbus_Common Wood Pigeon;449639;colpal;0.0;0;167;5;209;281.25;1.792;515.625;2.24;2.0;188.0;25.039679805386815;4.992;0.0;820.0;375.0;2.016;0.448;234.375;102.5;0.119047619047619;2018-05-13
XC653672_0s_01.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC653672_0s_01.wav;XC653672.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC653672.mp3;Columba palumbus_Common Wood Pigeon;653672;colpal;0.0;27;258;155;486;1546.875;2.7626666666666666;7546.875;5.1946666666666665;84.0;409.0;37.33392811292431;128.0;187.5;59328.0;4218.75;4.373333333333333;2.432;6000.0;7416.0;0.5614035087719298;2021-05-30
XC665444_0s_01.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC665444_0s_01.wav;XC665444.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC665444.mp3;Columba palumbus_Common Wood Pigeon;665444;colpal;0.0;0;294;8;902;281.25;3.1466666666666665;656.25;9.632;4.0;596.0;28.3849252915233;8.0;562.5;17824.0;468.75;6.368;6.485333333333333;375.0;2228.0;0.0131578947368421;2021-07-26
XC487835_5.0s_00.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC487835_5.0s_00.wav;XC487835.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC487835.mp3;Columba palumbus_Common Wood Pigeon;487835;colpal;5.0;0;0;14;911;281.25;0.0106666666666666;937.5;9.728;5.0;416.0;25.05894675440713;13.994666666666667;937.5;31188.0;515.625;4.448;9.717333333333332;656.25;3898.5;0.0153677277716794;2019-07-17
XC792288_0s_01.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC792288_0s_01.wav;XC792288.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC792288.mp3;Columba palumbus_Common Wood Pigeon;792288;colpal;0.0;0;838;11;935;281.25;8.949333333333334;796.875;9.984;4.0;890.0;38.38400461839479;11.008;93.75;3096.0;468.75;9.504;1.0346666666666666;515.625;387.0;0.1134020618556701;2023-04-08
XC552810_0s_01.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC552810_0s_01.wav;XC552810.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC552810.mp3;Columba palumbus_Common Wood Pigeon;552810;colpal;0.0;0;453;183;806;281.25;4.842666666666666;8859.375;8.608;77.0;625.0;33.012805660323515;182.99733333333333;375.0;48124.0;3890.625;6.677333333333333;3.765333333333333;8578.125;6015.5;0.5184135977337111;2010-03-14
XC449639_0s_02.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC449639_0s_02.wav;XC449639.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC449639.mp3;Columba palumbus_Common Wood Pigeon;449639;colpal;0.0;0;293;11;935;281.25;3.136;796.875;9.984;4.0;701.0;28.174188285395157;11.008;656.25;18712.0;468.75;7.488;6.848;515.625;2339.0;0.0171339563862928;2018-05-13
XC228541_10.0s_00.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC228541_10.0s_00.wav;XC228541.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC228541.mp3;Columba palumbus_Common Wood Pigeon;228541;colpal;10.0;0;0;28;335;281.25;0.0106666666666666;1593.75;3.584;5.0;130.0;36.15833331066021;27.98933333333333;375.0;18760.0;515.625;1.397333333333333;3.5733333333333333;1312.5;2345.0;0.0835820895522388;2007-06-29
XC643547_0s_04.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC643547_0s_04.wav;XC643547.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC643547.mp3;Columba palumbus_Common Wood Pigeon;643547;colpal;0.0;80;410;183;516;4031.25;4.384;8859.375;5.514666666666667;129.0;448.0;40.09982040416428;102.99733333333332;93.75;29576.0;6328.125;4.789333333333333;1.1306666666666667;4828.125;3697.0;0.9716981132075472;2021-04-28
XC733752_5.0s_01.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC733752_5.0s_01.wav;XC733752.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC733752.mp3;Columba palumbus_Common Wood Pigeon;733752;colpal;5.0;0;160;235;398;281.25;1.7173333333333334;11296.875;4.256;74.0;198.0;40.89051895018099;235.008;281.25;67408.0;3750.0;2.1226666666666665;2.5386666666666664;11015.625;8426.0;0.9873949579831932;2022-06-22
XC805780_0s_02.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC805780_0s_02.wav;XC805780.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC805780.mp3;Columba palumbus_Common Wood Pigeon;805780;colpal;0.0;82;672;94;685;4125.0;7.1786666666666665;4687.5;7.317333333333333;88.0;678.0;28.94361673578121;11.989333333333333;0.0;464.0;4406.25;7.242666666666667;0.1386666666666666;562.5;58.0;0.9230769230769232;2023-03-12
XC487835_10.0s_00.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC487835_10.0s_00.wav;XC487835.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC487835.mp3;Columba palumbus_Common Wood Pigeon;487835;colpal;10.0;0;0;13;739;281.25;0.0106666666666666;890.625;7.893333333333333;4.0;370.0;27.52944329156869;12.992;750.0;24076.0;468.75;3.957333333333333;7.882666666666666;609.375;3009.5;0.0175913396481732;2019-07-17
XC653672_5.0s_00.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC653672_5.0s_00.wav;XC653672.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC653672.mp3;Columba palumbus_Common Wood Pigeon;653672;colpal;5.0;0;0;11;594;281.25;0.0106666666666666;796.875;6.346666666666667;4.0;309.0;32.53475148291001;11.008;562.5;19192.0;468.75;3.306666666666666;6.335999999999999;515.625;2399.0;0.0185185185185185;2021-05-30
XC791136_0s_02.wav;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES_ROIS/Columba palumbus_Common Wood Pigeon/XC791136_0s_02.wav;XC791136.mp3;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Columba palumbus_Common Wood Pigeon/XC791136.mp3;Columba palumbus_Common Wood Pigeon;791136;colpal;0.0;0;823;6;935;281.25;8.789333333333333;562.5;9.984;4.0;879.0;24.12747240973188;5.994666666666666;93.75;2900.0;468.75;9.386666666666668;1.1946666666666663;281.25;362.5;0.0535714285714285;2023-04-05
