filename_ts;code;species;birdnet_label
XC148842_1.wav;lusmeg;Luscinia megarhynchos_Common Nightingale;0
XC148842_2.wav;lusmeg;Luscinia megarhynchos_Common Nightingale;1
XC148842_3.wav;lusmeg;Luscinia megarhynchos_Common Nightingale;0
XC148842_4.wav;lusmeg;Luscinia megarhynchos_Common Nightingale;0
XC150232_0.wav;parmaj;Parus major_Great Tit;0
XC150232_1.wav;parmaj;Parus major_Great Tit;0
XC150232_2.wav;parmaj;Parus major_Great Tit;0
XC150232_3.wav;parmaj;Parus major_Great Tit;0
XC150232_4.wav;parmaj;Parus major_Great Tit;0
XC150232_5.wav;parmaj;Parus major_Great Tit;0
XC150232_6.wav;parmaj;Parus major_Great Tit;0
XC150232_7.wav;parmaj;Parus major_Great Tit;0
XC150232_8.wav;parmaj;Parus major_Great Tit;0
XC150232_9.wav;parmaj;Parus major_Great Tit;0
XC154626_0.wav;alaarv;Alauda arvensis_Eurasian Skylark;1
XC154626_1.wav;alaarv;Alauda arvensis_Eurasian Skylark;0
XC154626_2.wav;alaarv;Alauda arvensis_Eurasian Skylark;0
XC154626_3.wav;alaarv;Alauda arvensis_Eurasian Skylark;0
XC154709_0.wav;parmaj;Parus major_Great Tit;0
XC154709_1.wav;parmaj;Parus major_Great Tit;1
XC154709_2.wav;parmaj;Parus major_Great Tit;1
XC154709_3.wav;parmaj;Parus major_Great Tit;1
XC156978_0.wav;phopho;Phoenicurus phoenicurus_Common Redstart;1
XC156978_1.wav;phopho;Phoenicurus phoenicurus_Common Redstart;0
XC156978_2.wav;phopho;Phoenicurus phoenicurus_Common Redstart;1
XC156978_3.wav;phopho;Phoenicurus phoenicurus_Common Redstart;1
XC156978_4.wav;phopho;Phoenicurus phoenicurus_Common Redstart;0
XC156978_5.wav;phopho;Phoenicurus phoenicurus_Common Redstart;0
XC161516_0.wav;anttri;Anthus trivialis_Tree Pipit;1
XC161516_1.wav;anttri;Anthus trivialis_Tree Pipit;1
XC161519_0.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC161519_1.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC161519_2.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC161529_0.wav;trotro;Troglodytes troglodytes_Eurasian Wren;1
XC161529_1.wav;trotro;Troglodytes troglodytes_Eurasian Wren;1
XC161529_2.wav;trotro;Troglodytes troglodytes_Eurasian Wren;1
XC161548_0.wav;prumod;Prunella modularis_Dunnock;1
XC161548_1.wav;prumod;Prunella modularis_Dunnock;1
XC161548_2.wav;prumod;Prunella modularis_Dunnock;1
XC161550_0.wav;siteur;Sitta europaea_Eurasian Nuthatch;1
XC161550_1.wav;siteur;Sitta europaea_Eurasian Nuthatch;0
XC161550_2.wav;siteur;Sitta europaea_Eurasian Nuthatch;1
XC161550_3.wav;siteur;Sitta europaea_Eurasian Nuthatch;1
XC161550_4.wav;siteur;Sitta europaea_Eurasian Nuthatch;0
XC161550_5.wav;siteur;Sitta europaea_Eurasian Nuthatch;0
XC161550_6.wav;siteur;Sitta europaea_Eurasian Nuthatch;0
XC161550_7.wav;siteur;Sitta europaea_Eurasian Nuthatch;1
XC167189_0.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC167189_1.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC167189_10.wav;turvis;Turdus viscivorus_Mistle Thrush;0
XC167189_2.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC167189_3.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC167189_4.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC167189_5.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC167189_6.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC167189_7.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC167189_8.wav;turvis;Turdus viscivorus_Mistle Thrush;0
XC167189_9.wav;turvis;Turdus viscivorus_Mistle Thrush;0
XC167680_0.wav;trotro;Troglodytes troglodytes_Eurasian Wren;1
XC167680_1.wav;trotro;Troglodytes troglodytes_Eurasian Wren;1
XC167680_2.wav;trotro;Troglodytes troglodytes_Eurasian Wren;1
XC168179_0.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC168179_1.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC168179_10.wav;turvis;Turdus viscivorus_Mistle Thrush;0
XC168179_2.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC168179_3.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC168179_4.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC168179_5.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC168179_6.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC168179_7.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC168179_8.wav;turvis;Turdus viscivorus_Mistle Thrush;0
XC168179_9.wav;turvis;Turdus viscivorus_Mistle Thrush;0
XC172618_0.wav;embcit;Emberiza citrinella_Yellowhammer;1
XC172618_1.wav;embcit;Emberiza citrinella_Yellowhammer;1
XC172618_2.wav;embcit;Emberiza citrinella_Yellowhammer;1
XC172618_3.wav;embcit;Emberiza citrinella_Yellowhammer;0
XC174421_0.wav;prumod;Prunella modularis_Dunnock;1
XC174421_1.wav;prumod;Prunella modularis_Dunnock;1
XC174421_2.wav;prumod;Prunella modularis_Dunnock;1
XC174421_3.wav;prumod;Prunella modularis_Dunnock;0
XC176278_0.wav;picvir;Picus viridis_European Green Woodpecker;1
XC176278_1.wav;picvir;Picus viridis_European Green Woodpecker;0
XC176278_2.wav;picvir;Picus viridis_European Green Woodpecker;0
XC176278_3.wav;picvir;Picus viridis_European Green Woodpecker;0
XC176278_4.wav;picvir;Picus viridis_European Green Woodpecker;0
XC176278_5.wav;picvir;Picus viridis_European Green Woodpecker;0
XC176278_6.wav;picvir;Picus viridis_European Green Woodpecker;0
XC176278_7.wav;picvir;Picus viridis_European Green Woodpecker;0
XC176971_0.wav;lusmeg;Luscinia megarhynchos_Common Nightingale;0
XC176971_1.wav;lusmeg;Luscinia megarhynchos_Common Nightingale;0
XC176971_2.wav;lusmeg;Luscinia megarhynchos_Common Nightingale;1
XC176971_3.wav;lusmeg;Luscinia megarhynchos_Common Nightingale;1
XC176971_4.wav;lusmeg;Luscinia megarhynchos_Common Nightingale;1
XC176971_5.wav;lusmeg;Luscinia megarhynchos_Common Nightingale;0
XC176971_6.wav;lusmeg;Luscinia megarhynchos_Common Nightingale;0
XC176971_7.wav;lusmeg;Luscinia megarhynchos_Common Nightingale;0
XC179518_0.wav;anttri;Anthus trivialis_Tree Pipit;1
XC179518_1.wav;anttri;Anthus trivialis_Tree Pipit;0
XC179556_0.wav;turphi;Turdus philomelos_Song Thrush;0
XC179556_1.wav;turphi;Turdus philomelos_Song Thrush;1
XC179556_2.wav;turphi;Turdus philomelos_Song Thrush;1
XC179556_3.wav;turphi;Turdus philomelos_Song Thrush;0
XC181366_0.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC181366_1.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC181366_2.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC181366_3.wav;fricoe;Fringilla coelebs_Common Chaffinch;0
XC181366_4.wav;fricoe;Fringilla coelebs_Common Chaffinch;0
XC181393_0.wav;embcit;Emberiza citrinella_Yellowhammer;0
XC181393_1.wav;embcit;Emberiza citrinella_Yellowhammer;1
XC181393_2.wav;embcit;Emberiza citrinella_Yellowhammer;1
XC182117_0.wav;phopho;Phoenicurus phoenicurus_Common Redstart;1
XC182117_1.wav;phopho;Phoenicurus phoenicurus_Common Redstart;1
XC182120_0.wav;sylatr;Sylvia atricapilla_Eurasian Blackcap;1
XC182120_1.wav;sylatr;Sylvia atricapilla_Eurasian Blackcap;1
XC182864_0.wav;sylatr;Sylvia atricapilla_Eurasian Blackcap;1
XC182864_1.wav;sylatr;Sylvia atricapilla_Eurasian Blackcap;0
XC182864_2.wav;sylatr;Sylvia atricapilla_Eurasian Blackcap;1
XC182864_3.wav;sylatr;Sylvia atricapilla_Eurasian Blackcap;0
XC182864_4.wav;sylatr;Sylvia atricapilla_Eurasian Blackcap;0
XC183017_0.wav;sylatr;Sylvia atricapilla_Eurasian Blackcap;1
XC183017_1.wav;sylatr;Sylvia atricapilla_Eurasian Blackcap;0
XC184067_0.wav;turmer;Turdus merula_Common Blackbird;1
XC184067_1.wav;turmer;Turdus merula_Common Blackbird;1
XC184067_2.wav;turmer;Turdus merula_Common Blackbird;1
XC187884_0.wav;turphi;Turdus philomelos_Song Thrush;1
XC187884_1.wav;turphi;Turdus philomelos_Song Thrush;0
XC187884_2.wav;turphi;Turdus philomelos_Song Thrush;0
XC187884_4.wav;turphi;Turdus philomelos_Song Thrush;1
XC187884_5.wav;turphi;Turdus philomelos_Song Thrush;1
XC187884_6.wav;turphi;Turdus philomelos_Song Thrush;0
XC190678_0.wav;siteur;Sitta europaea_Eurasian Nuthatch;1
XC190678_1.wav;siteur;Sitta europaea_Eurasian Nuthatch;1
XC190678_2.wav;siteur;Sitta europaea_Eurasian Nuthatch;1
XC190678_3.wav;siteur;Sitta europaea_Eurasian Nuthatch;1
XC196974_0.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC196974_1.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC196974_2.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC211178_0.wav;prumod;Prunella modularis_Dunnock;1
XC211178_1.wav;prumod;Prunella modularis_Dunnock;1
XC211178_2.wav;prumod;Prunella modularis_Dunnock;1
XC211178_3.wav;prumod;Prunella modularis_Dunnock;1
XC213347_0.wav;colpal;Columba palumbus_Common Wood Pigeon;1
XC213347_1.wav;colpal;Columba palumbus_Common Wood Pigeon;1
XC213347_2.wav;colpal;Columba palumbus_Common Wood Pigeon;0
XC213347_3.wav;colpal;Columba palumbus_Common Wood Pigeon;0
XC213347_4.wav;colpal;Columba palumbus_Common Wood Pigeon;0
XC213347_5.wav;colpal;Columba palumbus_Common Wood Pigeon;0
XC213773_0.wav;turmer;Turdus merula_Common Blackbird;1
XC213773_1.wav;turmer;Turdus merula_Common Blackbird;1
XC213773_2.wav;turmer;Turdus merula_Common Blackbird;0
XC213773_3.wav;turmer;Turdus merula_Common Blackbird;0
XC218147_0.wav;parmaj;Parus major_Great Tit;1
XC218147_1.wav;parmaj;Parus major_Great Tit;1
XC218147_2.wav;parmaj;Parus major_Great Tit;1
XC218147_3.wav;parmaj;Parus major_Great Tit;1
XC234027_0.wav;turphi;Turdus philomelos_Song Thrush;0
XC234027_1.wav;turphi;Turdus philomelos_Song Thrush;0
XC234027_2.wav;turphi;Turdus philomelos_Song Thrush;0
XC234027_3.wav;turphi;Turdus philomelos_Song Thrush;0
XC234027_4.wav;turphi;Turdus philomelos_Song Thrush;0
XC234027_5.wav;turphi;Turdus philomelos_Song Thrush;0
XC234027_6.wav;turphi;Turdus philomelos_Song Thrush;0
XC234027_7.wav;turphi;Turdus philomelos_Song Thrush;0
XC234027_8.wav;turphi;Turdus philomelos_Song Thrush;0
XC236503_0.wav;anttri;Anthus trivialis_Tree Pipit;1
XC236503_1.wav;anttri;Anthus trivialis_Tree Pipit;1
XC236503_2.wav;anttri;Anthus trivialis_Tree Pipit;1
XC237839_0.wav;phopho;Phoenicurus phoenicurus_Common Redstart;1
XC237839_1.wav;phopho;Phoenicurus phoenicurus_Common Redstart;1
XC237839_2.wav;phopho;Phoenicurus phoenicurus_Common Redstart;1
XC237839_3.wav;phopho;Phoenicurus phoenicurus_Common Redstart;1
XC240886_0.wav;embcit;Emberiza citrinella_Yellowhammer;0
XC240886_1.wav;embcit;Emberiza citrinella_Yellowhammer;1
XC240886_2.wav;embcit;Emberiza citrinella_Yellowhammer;1
XC240886_3.wav;embcit;Emberiza citrinella_Yellowhammer;0
XC241783_0.wav;fricoe;Fringilla coelebs_Common Chaffinch;0
XC241783_1.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC241783_2.wav;fricoe;Fringilla coelebs_Common Chaffinch;0
XC243631_0.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC243631_1.wav;turvis;Turdus viscivorus_Mistle Thrush;0
XC243631_2.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC243631_3.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC243631_4.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC243631_5.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC244395_0.wav;parmaj;Parus major_Great Tit;1
XC244395_1.wav;parmaj;Parus major_Great Tit;1
XC244395_2.wav;parmaj;Parus major_Great Tit;1
XC249197_0.wav;lusmeg;Luscinia megarhynchos_Common Nightingale;1
XC249197_1.wav;lusmeg;Luscinia megarhynchos_Common Nightingale;1
XC249197_2.wav;lusmeg;Luscinia megarhynchos_Common Nightingale;1
XC252103_0.wav;turphi;Turdus philomelos_Song Thrush;0
XC252103_1.wav;turphi;Turdus philomelos_Song Thrush;0
XC252103_2.wav;turphi;Turdus philomelos_Song Thrush;1
XC252103_3.wav;turphi;Turdus philomelos_Song Thrush;0
XC252103_4.wav;turphi;Turdus philomelos_Song Thrush;0
XC260119_0.wav;embcit;Emberiza citrinella_Yellowhammer;1
XC260119_1.wav;embcit;Emberiza citrinella_Yellowhammer;1
XC260119_2.wav;embcit;Emberiza citrinella_Yellowhammer;0
XC262787_0.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC265255_1.wav;fricoe;Fringilla coelebs_Common Chaffinch;0
XC265255_2.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC265255_3.wav;fricoe;Fringilla coelebs_Common Chaffinch;0
XC265255_4.wav;fricoe;Fringilla coelebs_Common Chaffinch;0
XC269283_0.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC269283_1.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC269283_2.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC278564_0.wav;erirub;Erithacus rubecula_European Robin;0
XC278564_1.wav;erirub;Erithacus rubecula_European Robin;1
XC278564_2.wav;erirub;Erithacus rubecula_European Robin;1
XC278564_3.wav;erirub;Erithacus rubecula_European Robin;1
XC278564_4.wav;erirub;Erithacus rubecula_European Robin;1
XC281234_0.wav;cuccan;Cuculus canorus_Common Cuckoo;1
XC281234_1.wav;cuccan;Cuculus canorus_Common Cuckoo;1
XC281234_2.wav;cuccan;Cuculus canorus_Common Cuckoo;1
XC281234_3.wav;cuccan;Cuculus canorus_Common Cuckoo;1
XC281234_4.wav;cuccan;Cuculus canorus_Common Cuckoo;1
XC281234_5.wav;cuccan;Cuculus canorus_Common Cuckoo;1
XC281234_6.wav;cuccan;Cuculus canorus_Common Cuckoo;1
XC281234_7.wav;cuccan;Cuculus canorus_Common Cuckoo;1
XC281234_8.wav;cuccan;Cuculus canorus_Common Cuckoo;1
XC281264_0.wav;picvir;Picus viridis_European Green Woodpecker;1
XC281264_1.wav;picvir;Picus viridis_European Green Woodpecker;1
XC281462_0.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC281462_1.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC281462_2.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC281462_3.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC281462_4.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC281462_5.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC281462_6.wav;turvis;Turdus viscivorus_Mistle Thrush;0
XC281462_7.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC281462_8.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC281462_9.wav;turvis;Turdus viscivorus_Mistle Thrush;1
XC281640_0.wav;parmaj;Parus major_Great Tit;1
XC281640_1.wav;parmaj;Parus major_Great Tit;1
XC281640_2.wav;parmaj;Parus major_Great Tit;1
XC281640_3.wav;parmaj;Parus major_Great Tit;1
XC281640_4.wav;parmaj;Parus major_Great Tit;1
XC281640_5.wav;parmaj;Parus major_Great Tit;1
XC281640_6.wav;parmaj;Parus major_Great Tit;1
XC281692_0.wav;cerbra;Certhia brachydactyla_Short-toed Treecreeper;1
XC281692_1.wav;cerbra;Certhia brachydactyla_Short-toed Treecreeper;1
XC281692_2.wav;cerbra;Certhia brachydactyla_Short-toed Treecreeper;1
XC281693_0.wav;cerbra;Certhia brachydactyla_Short-toed Treecreeper;1
XC281693_1.wav;cerbra;Certhia brachydactyla_Short-toed Treecreeper;1
XC281693_2.wav;cerbra;Certhia brachydactyla_Short-toed Treecreeper;1
XC281693_3.wav;cerbra;Certhia brachydactyla_Short-toed Treecreeper;1
XC281693_4.wav;cerbra;Certhia brachydactyla_Short-toed Treecreeper;1
XC281752_0.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC281752_1.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC281752_2.wav;fricoe;Fringilla coelebs_Common Chaffinch;1
XC285635_0.wav;siteur;Sitta europaea_Eurasian Nuthatch;1
XC285635_1.wav;siteur;Sitta europaea_Eurasian Nuthatch;0
XC285635_2.wav;siteur;Sitta europaea_Eurasian Nuthatch;0
XC285635_3.wav;siteur;Sitta europaea_Eurasian Nuthatch;0
XC285635_4.wav;siteur;Sitta europaea_Eurasian Nuthatch;1
XC285635_5.wav;siteur;Sitta europaea_Eurasian Nuthatch;0
XC285635_6.wav;siteur;Sitta europaea_Eurasian Nuthatch;0
XC286335_0.wav;cuccan;Cuculus canorus_Common Cuckoo;1
XC286335_1.wav;cuccan;Cuculus canorus_Common Cuckoo;1
XC286335_2.wav;cuccan;Cuculus canorus_Common Cuckoo;1
XC286335_3.wav;cuccan;Cuculus canorus_Common Cuckoo;1
XC286335_4.wav;cuccan;Cuculus canorus_Common Cuckoo;1
